Seconds_played,Home_or_Away,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,WinOrLoss,Margin
2259,0,6,8,1,0,1,0,7,8,1,3,5,8,13,0,1,5,4,19,22,4,1,1,11,17,14,44,0,2,30,21,148,134,5,1,7
2239,0,9,18,0,2,3,1,2,2,1,1,10,11,6,3,1,3,5,22,20,-10,1,1,3,29,17,27,4,2,14,29,105,105,6,0,4
2039,1,12,15,1,1,2,0,7,7,1,1,6,7,5,1,1,2,1,32,32,-2,1,1,4,19,12,35,2,2,10,27,164,116,22,0,12
1857,0,11,14,1,0,1,0,2,3,1,1,6,7,6,2,2,3,4,24,24,18,1,1,5,22,14,26,3,6,16,26,137,105,10,1,12
1679,0,5,8,1,1,1,1,5,5,1,2,3,5,4,4,0,5,4,16,15,-3,1,1,11,12,12,19,8,0,33,25,116,97,5,1,17
1509,1,9,13,1,0,2,0,3,4,1,2,7,9,2,1,0,3,1,21,18,-15,1,1,8,36,20,16,2,0,17,30,122,134,8,0,29
2104,0,8,11,1,0,0,0,7,9,1,4,14,18,11,1,0,2,2,23,31,18,1,1,16,46,32,42,1,0,12,21,164,110,15,1,15
1939,0,7,15,0,0,1,0,2,2,1,4,9,13,7,1,2,5,2,16,15,-10,1,0,12,34,22,36,2,7,24,27,99,116,4,0,16
1830,1,5,10,0,0,2,0,4,4,1,3,8,11,8,1,1,6,5,14,13,2,1,0,12,37,24,35,2,4,34,27,105,119,-1,1,2
1938,1,4,11,0,0,3,0,0,1,0,2,6,8,8,1,0,4,3,8,6,0,0,0,7,28,16,32,2,0,26,22,85,113,-7,0,2
1781,0,4,13,0,1,5,0,1,2,0,0,9,9,7,1,0,2,3,10,8,6,0,0,0,28,15,33,2,0,13,23,84,92,-4,1,14
2023,1,7,10,1,0,2,0,0,0,0,2,11,13,8,0,0,5,3,14,14,5,1,1,7,31,20,39,0,0,33,21,112,114,2,0,16
2047,0,7,16,0,1,5,0,4,6,1,0,7,7,6,1,1,3,3,19,14,-10,1,0,0,32,13,29,1,3,14,26,101,124,3,0,20
2349,1,10,21,0,0,5,0,10,11,1,2,10,12,10,2,0,4,4,30,27,9,1,0,6,30,18,48,3,0,13,35,118,104,11,1,8
1912,1,10,17,1,3,5,1,2,2,1,3,1,4,11,1,0,5,4,25,22,8,1,1,12,4,7,47,2,0,22,30,133,132,8,1,6
1422,0,3,8,0,0,2,0,2,2,1,3,2,5,13,0,0,5,2,8,10,-1,0,0,16,9,12,69,0,0,36,26,110,139,2,0,10
2500,0,11,21,1,2,6,0,6,6,1,2,9,11,7,3,0,4,5,30,26,9,1,1,6,23,15,27,4,0,14,29,121,106,9,1,2
1531,1,4,7,1,2,2,1,2,2,1,0,1,1,4,1,0,1,3,12,11,-5,1,1,0,5,3,20,2,0,11,16,155,140,3,0,3
1708,0,7,11,1,1,4,0,2,4,0,1,6,7,13,0,0,1,1,17,22,5,1,1,4,26,14,70,0,0,7,22,150,132,17,0,13
612,1,1,1,1,0,0,0,0,0,0,0,1,1,2,0,0,1,0,2,2,-6,1,1,0,10,5,30,0,0,50,8,116,124,-6,0,8
2012,1,6,13,0,1,4,0,8,10,1,2,6,8,5,1,2,2,4,21,19,8,1,0,6,17,11,29,1,5,10,24,124,97,10,1,9
2012,1,6,13,0,1,4,0,8,10,1,2,6,8,5,1,2,2,4,21,19,8,1,0,8,34,20,58,3,0,23,16,116,103,11,1,9
2181,0,4,9,0,0,3,0,2,2,1,3,11,14,14,2,0,3,3,10,18,0,1,0,6,17,11,29,1,5,10,24,124,97,10,0,5
2181,0,4,9,0,0,3,0,2,2,1,3,11,14,14,2,0,3,3,10,18,0,1,0,8,34,20,58,3,0,23,16,116,103,11,0,5
1843,0,11,11,1,3,3,1,10,11,1,0,11,11,11,4,1,0,3,35,46,29,1,1,0,31,18,67,6,4,0,21,226,75,44,1,28
1843,0,11,11,1,3,3,1,10,11,1,0,11,11,11,4,1,0,3,35,46,29,1,1,8,27,17,28,3,0,14,24,119,104,8,1,28
2366,0,7,15,0,2,3,1,5,6,1,3,10,13,8,2,0,3,4,21,21,17,1,1,0,31,18,67,6,4,0,21,226,75,44,1,9
2366,0,7,15,0,2,3,1,5,6,1,3,10,13,8,2,0,3,4,21,21,17,1,1,8,27,17,28,3,0,14,24,119,104,8,1,9
1943,0,7,14,0,0,1,0,9,12,1,3,8,11,6,0,0,2,2,23,21,-4,1,0,10,30,19,36,0,0,9,28,126,104,11,1,2
1943,0,7,14,0,0,1,0,9,12,1,3,8,11,6,0,0,2,2,23,21,-4,1,1,8,21,15,35,0,0,6,25,148,129,11,1,2
1929,1,8,14,1,3,6,0,3,4,1,2,6,8,7,0,0,1,3,22,21,-25,1,0,10,30,19,36,0,0,9,28,126,104,11,0,10
1929,1,8,14,1,3,6,0,3,4,1,2,6,8,7,0,0,1,3,22,21,-25,1,1,8,21,15,35,0,0,6,25,148,129,11,0,10
1397,0,6,11,1,1,2,0,1,1,1,2,10,12,6,1,0,3,4,14,14,18,1,1,9,48,28,32,2,0,21,25,118,106,5,1,14
1397,0,6,11,1,1,2,0,1,1,1,2,10,12,6,1,0,3,4,14,14,18,1,0,13,19,16,36,0,0,0,30,141,114,11,1,14
2339,1,10,22,0,1,4,0,8,8,1,5,7,12,8,0,0,0,3,29,28,17,1,1,9,48,28,32,2,0,21,25,118,106,5,1,14
2339,1,10,22,0,1,4,0,8,8,1,5,7,12,8,0,0,0,3,29,28,17,1,0,13,19,16,36,0,0,0,30,141,114,11,1,14
1970,1,9,17,1,1,5,0,5,5,1,3,8,11,3,1,1,6,5,24,16,-5,1,1,10,27,19,13,1,2,24,31,104,112,1,0,7
1970,1,9,17,1,1,5,0,5,5,1,3,8,11,3,1,1,6,5,24,16,-5,1,1,8,25,18,37,3,2,19,23,126,90,12,0,7
1975,0,5,11,0,2,4,0,4,4,1,2,9,11,8,2,1,3,3,16,18,27,1,1,10,27,19,13,1,2,24,31,104,112,1,1,18
1975,0,5,11,0,2,4,0,4,4,1,2,9,11,8,2,1,3,3,16,18,27,1,1,8,25,18,37,3,2,19,23,126,90,12,1,18
1737,0,3,8,0,2,4,0,4,4,1,1,8,9,10,0,2,0,4,12,18,5,1,0,4,34,18,45,0,6,0,14,155,106,11,1,5
1737,0,3,8,0,2,4,0,4,4,1,1,8,9,10,0,2,0,4,12,18,5,1,1,18,22,19,56,3,2,6,39,140,129,29,1,5
2289,1,19,30,1,2,6,0,3,4,1,6,6,12,9,2,1,2,2,43,41,-11,1,0,4,34,18,45,0,6,0,14,155,106,11,0,17
2289,1,19,30,1,2,6,0,3,4,1,6,6,12,9,2,1,2,2,43,41,-11,1,1,18,22,19,56,3,2,6,39,140,129,29,0,17
1967,1,9,20,0,3,6,0,1,1,1,5,7,12,9,2,3,6,2,22,21,4,1,1,16,23,20,48,3,8,23,35,105,95,15,1,1
1967,1,9,20,0,3,6,0,1,1,1,5,7,12,9,2,3,6,2,22,21,4,0,0,11,23,17,44,1,5,0,30,102,91,11,1,1
2607,0,9,26,0,0,4,0,3,4,1,5,10,15,10,1,3,0,5,21,21,-1,1,1,16,23,20,48,3,8,23,35,105,95,15,1,4
2607,0,9,26,0,0,4,0,3,4,1,5,10,15,10,1,3,0,5,21,21,-1,0,0,11,23,17,44,1,5,0,30,102,91,11,1,4
1341,1,2,5,0,0,1,0,0,0,0,1,5,6,3,1,1,2,2,4,4,9,0,0,6,25,16,18,2,3,29,14,88,98,-4,1,19
1341,1,2,5,0,0,1,0,0,0,0,1,5,6,3,1,1,2,2,4,4,9,1,1,6,22,14,25,4,5,8,27,158,111,18,1,19
2489,0,11,18,1,3,5,1,12,12,1,2,7,9,6,3,2,2,3,37,38,16,0,0,6,25,16,18,2,3,29,14,88,98,-4,1,8
2489,0,11,18,1,3,5,1,12,12,1,2,7,9,6,3,2,2,3,37,38,16,1,1,6,22,14,25,4,5,8,27,158,111,18,1,8
1734,0,3,9,0,0,3,0,1,2,0,3,7,10,16,1,0,4,2,7,13,8,0,0,13,23,19,74,2,0,29,21,104,91,13,1,15
1734,0,3,9,0,0,3,0,1,2,0,3,7,10,16,1,0,4,2,7,13,8,0,0,8,31,17,36,1,0,10,23,101,102,5,1,15
2231,0,7,17,0,0,1,0,2,4,0,4,10,14,7,1,0,2,5,16,14,2,0,0,13,23,19,74,2,0,29,21,104,91,13,0,7
2231,0,7,17,0,0,1,0,2,4,0,4,10,14,7,1,0,2,5,16,14,2,0,0,8,31,17,36,1,0,10,23,101,102,5,0,7
1647,0,2,3,1,0,0,0,4,6,1,2,8,10,8,0,0,3,4,8,11,-4,1,1,7,36,20,37,0,0,35,13,126,112,4,1,8
1647,0,2,3,1,0,0,0,4,6,1,2,8,10,8,0,0,3,4,8,11,-4,1,1,7,22,15,36,1,3,23,25,116,114,8,1,8
3898,1,13,25,1,4,7,1,3,5,1,4,14,18,14,1,2,8,4,33,30,5,1,1,7,36,20,37,0,0,35,13,126,112,4,0,3
3898,1,13,25,1,4,7,1,3,5,1,4,14,18,14,1,2,8,4,33,30,5,1,1,7,22,15,36,1,3,23,25,116,114,8,0,3
1536,1,0,1,0,0,1,0,4,4,1,1,6,7,4,3,0,6,5,4,4,0,1,0,5,31,17,23,6,0,68,15,66,88,-5,0,2
1536,1,0,1,0,0,1,0,4,4,1,1,6,7,4,3,0,6,5,4,4,0,1,1,16,19,17,46,3,0,15,22,139,118,13,0,2
2310,1,8,15,1,1,1,1,4,4,1,6,6,12,11,2,0,3,4,21,25,17,1,0,5,31,17,23,6,0,68,15,66,88,-5,1,4
2310,1,8,15,1,1,1,1,4,4,1,6,6,12,11,2,0,3,4,21,25,17,1,1,16,19,17,46,3,0,15,22,139,118,13,1,4
1992,0,14,22,1,1,1,1,8,10,1,7,14,21,3,1,2,6,5,37,32,5,1,1,22,40,32,22,2,5,18,41,124,101,17,0,2
1992,0,14,22,1,1,1,1,8,10,1,7,14,21,3,1,2,6,5,37,32,5,1,1,20,28,25,28,0,0,13,30,127,94,6,0,2
2053,0,10,18,1,0,3,0,5,6,1,6,13,19,6,0,0,3,6,25,23,26,1,1,22,40,32,22,2,5,18,41,124,101,17,1,26
2053,0,10,18,1,0,3,0,5,6,1,6,13,19,6,0,0,3,6,25,23,26,1,1,20,28,25,28,0,0,13,30,127,94,6,1,26
1765,0,7,14,0,4,8,0,2,2,1,1,5,6,6,1,1,3,1,20,18,-17,1,1,4,24,12,33,2,3,17,27,123,125,10,0,7
1765,0,7,14,0,4,8,0,2,2,1,1,5,6,6,1,1,3,1,20,18,-17,1,1,5,33,18,52,0,0,18,28,140,129,11,0,7
2211,1,10,15,1,2,3,1,7,8,1,2,10,12,8,0,0,4,6,29,26,-5,1,1,4,24,12,33,2,3,17,27,123,125,10,0,11
2211,1,10,15,1,2,3,1,7,8,1,2,10,12,8,0,0,4,6,29,26,-5,1,1,5,33,18,52,0,0,18,28,140,129,11,0,11
1979,0,6,14,0,0,1,0,2,3,1,4,8,12,7,2,0,3,3,14,14,-14,0,0,18,39,28,35,3,0,16,27,105,118,1,0,10
1979,0,6,14,0,0,1,0,2,3,1,4,8,12,7,2,0,3,3,14,14,-14,0,0,8,21,14,11,0,7,6,32,103,102,10,0,10
2514,0,11,26,0,2,6,0,5,7,1,4,9,13,2,0,4,2,3,29,21,-2,0,0,18,39,28,35,3,0,16,27,105,118,1,0,4
2514,0,11,26,0,2,6,0,5,7,1,4,9,13,2,0,4,2,3,29,21,-2,0,0,8,21,14,11,0,7,6,32,103,102,10,0,4
1522,0,5,11,0,1,2,0,1,2,0,1,8,9,7,4,1,2,3,12,15,37,1,0,5,25,17,30,7,4,14,22,114,71,10,1,45
2045,1,10,20,0,2,8,0,3,4,1,3,7,10,8,1,0,1,2,25,24,-11,1,1,9,23,16,35,1,0,4,28,130,123,10,0,10
1954,1,8,18,0,3,8,0,1,1,1,3,2,5,5,1,0,3,1,20,14,-16,1,1,9,7,8,26,2,0,14,28,105,110,7,0,6
2202,1,3,13,0,1,5,0,0,0,0,2,10,12,10,1,0,3,4,7,7,4,0,0,6,34,20,34,1,0,19,20,84,106,-5,1,2
1372,0,2,7,0,0,3,0,2,2,1,3,7,10,11,2,0,0,4,6,14,7,0,0,14,34,24,58,4,0,0,15,139,86,16,1,25
1631,1,6,20,0,0,7,0,4,5,1,2,4,6,5,0,1,4,4,16,5,15,0,0,7,12,10,31,0,3,15,39,79,102,-6,1,7
1356,0,5,14,0,2,4,0,2,2,1,0,7,7,7,1,1,3,1,14,12,14,0,0,0,29,15,41,2,4,17,33,101,82,10,1,32
1923,1,7,12,1,0,2,0,1,1,1,3,3,6,7,1,1,1,3,15,17,2,1,1,10,11,11,36,2,2,7,18,139,120,7,1,1
2130,1,8,13,1,0,1,0,7,8,1,4,7,11,15,2,0,2,1,23,32,14,1,1,11,23,16,70,3,0,11,21,154,100,24,1,3
2078,1,5,13,0,1,3,0,1,2,0,0,8,8,13,1,0,1,3,12,15,10,0,0,0,27,15,53,2,0,7,21,114,115,6,1,6
2002,1,6,18,0,0,6,0,4,5,1,4,7,11,6,1,2,4,5,16,11,8,0,0,10,21,15,28,2,6,16,29,90,115,-2,0,6
1958,1,9,17,1,0,2,0,6,7,1,4,7,11,7,2,0,1,1,24,26,-6,1,1,11,22,16,45,3,0,5,26,129,98,14,0,8
2304,0,9,14,1,1,2,0,8,9,1,3,9,12,6,2,0,3,3,27,27,6,1,1,10,32,20,27,3,0,14,26,144,112,12,1,6
2145,0,8,16,0,2,4,0,6,6,1,3,12,15,9,3,0,6,3,24,24,10,1,1,11,29,22,39,4,0,24,30,118,90,12,1,11
2074,0,11,19,1,0,1,0,4,5,1,4,6,10,4,2,0,3,0,26,23,1,1,1,12,18,15,27,3,0,12,34,118,94,12,1,9
2097,0,13,25,1,2,6,0,4,4,1,6,10,16,4,3,1,5,4,32,27,15,1,1,21,34,28,17,4,3,16,39,116,109,6,1,8
1237,1,7,15,0,2,2,1,3,3,1,2,4,6,3,0,1,4,2,19,12,-16,1,1,8,25,15,28,0,3,20,40,101,132,3,0,21
1859,1,1,5,0,1,1,1,1,2,0,2,2,4,10,2,0,5,1,4,6,-9,0,0,6,7,6,46,3,0,46,15,84,112,-3,0,8
2216,0,10,14,1,1,4,0,0,0,0,0,9,9,9,0,0,6,6,21,16,3,1,1,0,24,13,45,0,0,30,23,112,105,5,1,3
2260,1,8,11,1,0,2,0,7,8,1,1,7,8,9,3,1,4,3,23,26,12,1,1,4,21,13,36,4,2,22,22,144,115,9,1,4
2069,0,8,16,0,1,2,0,2,3,1,6,8,14,15,1,3,5,3,19,25,6,1,1,19,21,20,64,2,6,22,28,121,110,14,1,7
1895,1,10,18,1,3,8,0,3,4,1,3,10,13,6,1,1,5,1,26,23,12,1,1,11,34,23,35,2,3,20,32,121,111,12,1,4
2056,0,16,29,1,3,9,0,4,5,1,8,4,12,6,3,1,2,1,39,37,8,1,1,22,14,18,34,4,3,6,40,136,109,21,1,13
1688,1,11,20,1,1,1,1,1,1,1,5,8,13,4,2,1,8,2,24,17,-22,1,1,19,38,28,27,3,6,28,42,94,117,4,0,12
2377,1,11,21,1,1,2,0,6,6,1,3,8,11,10,1,0,3,3,29,27,9,1,1,8,22,15,44,1,0,11,29,130,106,14,1,4
1668,0,8,19,0,0,5,0,2,3,1,5,9,14,10,0,2,1,3,18,20,6,0,0,19,34,27,48,0,6,5,32,123,99,11,1,21
2028,1,8,15,1,1,4,0,6,7,1,1,9,10,4,0,1,2,0,23,20,8,1,1,3,25,14,25,0,2,10,25,124,106,9,0,9
2203,0,15,23,1,4,7,1,6,8,1,1,9,10,8,0,0,3,4,40,34,17,1,1,4,30,18,41,0,0,10,38,141,118,18,1,3
1393,0,6,12,0,0,1,0,5,5,1,1,3,4,8,0,0,3,3,17,14,-21,1,0,4,16,10,56,0,0,17,33,119,149,2,0,31
1528,0,6,18,0,0,3,0,6,6,1,4,4,8,11,1,1,2,3,18,18,26,0,0,18,16,17,54,2,3,9,38,124,108,6,1,30
1659,0,8,12,1,3,6,0,0,1,0,3,8,11,12,1,0,1,3,19,25,21,1,1,15,39,27,58,2,0,7,22,171,111,24,1,22
2225,1,10,21,0,1,7,0,7,7,1,3,18,21,6,2,1,3,5,28,27,-11,1,0,10,47,30,27,3,3,11,32,123,103,10,0,6
2024,0,12,22,1,2,3,1,6,7,1,6,12,18,10,1,0,1,1,32,35,16,1,1,21,34,28,46,1,0,4,32,147,102,21,1,16
2076,1,10,20,0,1,8,0,3,3,1,1,4,5,3,4,0,4,3,24,17,5,1,1,3,15,9,18,6,0,16,33,101,91,8,1,3
2227,1,9,16,1,0,2,0,2,2,1,1,12,13,10,3,2,2,2,20,25,17,1,1,3,34,18,43,4,5,11,23,121,90,13,1,6
1886,0,12,15,1,1,2,0,6,6,1,4,9,13,9,1,0,2,4,31,34,14,1,1,21,37,30,42,2,0,10,30,176,131,18,1,14
1756,1,4,13,0,0,2,0,5,8,1,8,8,16,10,0,0,5,4,13,13,-1,0,0,27,32,30,46,0,0,23,34,102,116,-2,1,1
1544,1,7,17,0,0,3,0,2,3,1,1,2,3,4,3,0,3,4,16,9,-16,0,0,4,10,7,27,6,0,14,35,85,122,-3,0,26
2027,1,8,13,1,1,3,0,8,10,1,2,12,14,10,1,1,2,3,25,29,5,1,1,6,42,23,37,1,2,10,23,149,122,13,0,5
2119,1,11,22,0,1,5,0,4,4,1,2,8,10,10,3,0,4,2,27,25,2,1,1,6,28,17,44,4,0,14,34,110,108,12,0,7
2189,0,7,16,0,3,3,1,6,7,1,0,12,12,4,0,0,7,3,23,12,16,1,1,0,38,17,18,0,0,27,31,91,91,-1,1,16
2172,0,7,17,0,0,2,0,6,6,1,4,14,18,11,1,0,4,1,20,22,2,1,0,11,38,25,41,1,0,17,26,113,107,8,1,2
1825,1,7,16,0,1,2,0,4,4,1,5,8,13,8,1,0,4,4,19,18,3,1,0,14,26,20,41,2,0,18,27,114,101,6,1,10
1662,0,9,16,1,0,2,0,4,6,1,3,13,16,3,3,1,6,5,22,17,14,1,1,12,44,30,18,5,3,24,35,97,75,4,1,27
2087,0,11,25,0,4,7,1,10,13,1,1,8,9,10,0,1,2,2,36,30,22,1,1,3,22,13,53,0,2,6,37,128,106,16,1,9
1901,0,5,15,0,0,1,0,6,7,1,6,7,13,7,0,0,5,5,16,11,2,0,0,18,22,20,33,0,0,22,29,95,114,-1,0,7
1294,0,7,11,1,1,2,0,5,6,1,4,5,9,7,2,2,2,4,20,24,6,1,1,20,24,22,66,4,7,13,29,145,100,24,0,8
2305,1,10,14,1,2,2,1,0,0,0,4,6,10,6,0,0,3,2,22,21,10,1,1,11,18,14,26,0,0,18,20,138,111,8,0,1
2124,1,3,5,1,0,1,0,6,8,1,4,13,17,8,3,0,2,1,12,22,16,1,1,10,42,24,26,4,0,19,13,146,94,11,1,16
1728,1,5,10,0,1,1,1,5,8,1,3,3,6,4,4,1,2,2,16,18,-29,1,1,10,13,11,27,6,3,13,22,120,108,12,0,17
1584,0,9,14,1,0,0,0,0,0,0,4,4,8,7,0,1,4,4,18,16,2,1,1,24,18,20,37,0,3,22,31,124,115,0,1,26
1798,0,4,9,0,0,2,0,3,4,1,2,12,14,8,0,1,2,1,11,15,-12,1,0,8,43,27,39,0,3,16,20,115,105,6,1,1
2061,0,11,21,1,2,7,0,2,2,1,3,4,7,5,0,0,4,3,26,17,5,1,1,10,15,12,30,0,0,16,36,109,116,3,1,2
2152,1,9,14,1,3,7,0,0,0,0,2,11,13,7,2,3,3,2,21,25,15,1,1,7,28,20,28,3,7,18,20,136,94,16,1,9
2096,1,6,12,0,2,4,0,1,1,1,3,3,6,11,0,0,1,1,15,18,-10,1,1,10,11,11,40,0,0,7,18,146,125,7,1,5
1693,1,8,20,0,1,3,0,4,6,1,4,13,17,5,0,0,1,3,21,17,17,0,0,13,42,27,32,0,0,4,36,114,95,5,1,18
1772,1,8,16,0,1,3,0,2,2,1,3,8,11,8,1,4,1,2,19,23,-19,1,1,9,36,20,65,2,9,6,25,127,116,21,0,36
1998,0,10,24,0,0,5,0,3,5,1,3,12,15,2,0,0,3,3,23,12,-9,0,0,9,28,19,13,0,0,10,38,87,91,0,1,3
1492,1,7,14,0,0,0,0,2,2,1,3,5,8,6,0,2,2,3,16,15,-1,1,0,14,23,18,66,0,8,12,30,108,117,13,0,27
2061,1,10,16,1,1,3,0,2,2,1,2,14,16,3,1,0,2,3,23,21,7,1,1,9,46,30,12,2,0,11,26,130,105,6,1,10
1815,0,11,15,1,0,2,0,1,3,0,2,12,14,4,2,1,2,3,23,23,1,1,1,6,35,20,36,3,2,11,26,128,85,18,0,5
1662,1,4,10,0,0,3,0,2,3,1,2,3,5,6,4,0,6,1,10,8,-10,0,0,6,13,9,36,6,0,35,24,73,104,-2,0,14
1720,0,9,10,1,0,1,0,2,3,1,0,11,11,9,0,0,5,3,20,20,18,1,1,0,37,22,47,0,0,31,26,125,87,12,1,28
2205,0,9,15,1,1,4,0,3,4,1,3,10,13,9,2,1,2,3,22,26,6,1,1,10,34,22,38,3,2,11,23,139,111,13,1,9
963,1,1,6,0,0,0,0,0,2,0,2,3,5,2,1,1,1,6,2,-1,-15,0,0,14,24,19,16,3,6,13,22,57,112,-15,0,10
2195,0,13,26,0,1,7,0,2,2,1,3,11,14,2,3,0,4,4,29,20,16,1,1,9,30,20,12,4,0,13,38,100,93,4,1,4
