Rk,G,Date,Age,Tm,,Opp,,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
1,1,2022-10-19,27-242,DEN,@,UTA,L (-21),1,33:25,0.755,0.735,6.8,8,7.4,37.9,4.3,0,14.4,26.8,136,119,24.5,13.7
2,2,2022-10-21,27-244,DEN,@,GSW,W (+5),1,34:24,0.729,0.577,10.5,34.9,22,38.5,0,0,21.9,27.2,138,119,24.9,7.2
3,3,2022-10-22,27-245,DEN,,OKC,W (+5),1,38:41,0.681,0.65,2.7,39.6,21.3,46.7,1.2,2.2,17.7,18,142,105,25.4,11.7
4,4,2022-10-24,27-247,DEN,@,POR,L (-25),1,26:58,0.846,0.75,3.9,38.5,19.3,40.4,0,0,15.8,10.7,172,141,13.8,6.3
5,5,2022-10-26,27-249,DEN,,LAL,W (+11),1,34:48,0.772,0.706,2.8,31.8,17.8,48.8,5.4,0,13,28.4,141,89,34.3,20.2
6,6,2022-10-28,27-251,DEN,,UTA,W (+16),1,25:28,0.444,0.3,12,26.9,19.6,33.9,2,3.6,6.9,24.4,125,98,14.1,8
7,7,2022-10-30,27-253,DEN,@,LAL,L (-11),1,35:52,0.603,0.531,10.5,27.9,18.9,26.5,0,4.1,9.5,25,130,120,24,9.4
8,8,2022-11-03,27-257,DEN,@,OKC,W (+12),1,35:38,0.727,0.667,0,35.7,20.1,51.1,1.3,0,49.2,25.1,102,105,14.6,2.8
9,9,2022-11-05,27-259,DEN,,SAS,W (+25),1,26:34,0.965,0.95,0,25.2,14.5,49.2,3.8,0,26.9,25,150,100,23.6,19.3
10,10,2022-11-07,27-261,DEN,@,SAS,W (+6),1,33:57,0.586,0.55,3.9,23.6,14.5,45,2.7,8.7,15.3,31.7,115,99,25.1,10.5
11,11,2022-11-09,27-263,DEN,@,IND,W (+3),1,20:42,0.563,0.525,5.3,14.8,10.2,70.2,4.3,4.3,4.5,43.3,123,104,19.5,13.2
12,12,2022-11-11,27-265,DEN,@,BOS,L (-19),1,29:44,0.666,0.65,10.3,21.8,15.4,21.4,0,0,8.4,36.3,127,141,21.5,7.8
13,13,2022-11-13,27-267,DEN,@,CHI,W (+23),1,27:36,1,1,0,26.8,14.5,59.3,5.3,0,33.3,9.9,172,97,19.4,21.9
14,,2022-11-16,27-270,DEN,,NYK,L (-3),Inactive,,,,,,,,,,,,,,,
15,,2022-11-18,27-272,DEN,@,DAL,L (-28),Inactive,,,,,,,,,,,,,,,
16,,2022-11-20,27-274,DEN,@,DAL,W (+1),Inactive,,,,,,,,,,,,,,,
17,14,2022-11-22,27-276,DEN,,DET,L (-2),1,36:44,0.744,0.75,6.1,23.5,14.3,47.8,1.4,2.2,19.3,29.5,130,113,29,14.6
18,15,2022-11-23,27-277,DEN,@,OKC,W (+5),1,43:09,0.851,0.767,8.4,17.2,13.1,38.8,0,0,14.9,26.9,160,126,36.6,13.2
19,16,2022-11-25,27-279,DEN,@,LAC,W (+10),1,32:24,0.591,0.538,7.6,52.6,27.5,26.4,3.2,3.2,11.1,25.5,124,107,20.3,7.8
20,17,2022-11-28,27-282,DEN,,HOU,W (+16),1,27:27,0.748,0.676,27.6,25,26.2,45.5,0,0,12.3,38.5,154,118,31.9,16.9
21,18,2022-11-30,27-284,DEN,,HOU,W (+20),1,27:33,0.9,0.889,4.7,31.7,19.4,65.7,1.8,3.7,29.8,22.8,148,99,20.7,17.6
22,19,2022-12-02,27-286,DEN,@,ATL,L (-8),1,35:04,0.716,0.767,3.4,34.2,18,35,1.5,0,10.7,24.3,135,121,23.5,11.8
23,20,2022-12-04,27-288,DEN,@,NOP,L (-15),1,37:17,0.697,0.711,13.2,38.6,26.1,47.8,2.6,2.3,14.8,31.4,131,115,32.1,16.9
24,21,2022-12-06,27-290,DEN,,DAL,L (-1),1,34:03,0.607,0.538,0,35.2,15.9,37.4,1.5,0,16.1,24.5,119,121,17.9,4.3
25,22,2022-12-08,27-292,DEN,@,POR,W (+1),1,34:21,0.597,0.58,10.2,21.7,16.2,45.8,0,2.7,17.8,40.3,118,125,25.1,7.4
26,23,2022-12-10,27-294,DEN,,UTA,W (+5),1,35:22,0.635,0.575,10.7,28.4,20.1,59.2,1.4,12.3,10.9,36.8,134,107,34.8,21.5
27,24,2022-12-14,27-298,DEN,,WAS,W (+13),1,33:03,0.881,0.85,10.8,41.5,29.5,39.6,6.7,2.8,24.7,40.4,136,105,42.9,19.8
28,25,2022-12-16,27-300,DEN,@,LAL,L (-18),1,35:17,0.659,0.567,6.3,29.9,17.8,38.7,5.3,0,20.9,29,119,112,24.8,10.7
29,26,2022-12-18,27-302,DEN,,CHO,W (+4),1,39:41,0.597,0.538,16.6,46.5,31.7,44.3,2.3,0,13,37.9,122,99,38.3,15.9
30,27,2022-12-20,27-304,DEN,,MEM,W (+14),1,37:05,0.523,0.542,10.8,27.7,18.7,52.2,2.6,0,24.3,18.2,112,90,18.8,10.9
31,28,2022-12-23,27-307,DEN,,POR,W (+13),1,35:43,0.591,0.571,7.9,17.2,13.3,47.9,2.8,0,7.5,34.8,127,108,27.2,10.5
32,29,2022-12-25,27-309,DEN,,PHO,W (+3),1,44:25,0.708,0.68,10.4,27.3,19,69.1,0,2,9.4,31.5,148,119,41.8,20.8
33,30,2022-12-27,27-311,DEN,@,SAC,W (+7),1,36:53,0.791,0.7,0,30.8,14.8,44.9,1.4,0,0,15.2,181,111,26,12.8
34,31,2022-12-28,27-312,DEN,@,SAC,L (-1),1,32:29,0.704,0.625,4.9,23.3,15.2,33,1.5,2.5,15,45.3,128,127,31.4,7.1
35,32,2022-12-30,27-314,DEN,,MIA,W (+5),1,36:17,0.615,0.6,4.4,34.6,22,46.1,1.3,2.5,16.3,23.1,131,113,21.6,9.2
36,33,2023-01-01,27-316,DEN,,BOS,W (+12),1,32:02,0.908,0.846,0,40.9,23.7,59.9,1.5,0,0,24.5,194,106,37.5,28.1
37,34,2023-01-02,27-317,DEN,@,MIN,L (-13),1,33:17,0.551,0.525,3,22.8,11.7,47.1,3.1,0,18.7,33.9,109,126,17.8,4.9
38,35,2023-01-05,27-320,DEN,,LAC,W (+31),1,24:11,0.588,0.5,0,21.7,12.2,48.2,2,0,16.4,22.2,128,91,14.7,11.4
39,36,2023-01-06,27-321,DEN,,CLE,W (+13),1,35:23,0.729,0.676,15.5,27.6,22.9,46.1,3.1,0,17.2,30.5,147,110,29.6,17
40,37,2023-01-09,27-324,DEN,,LAL,W (+13),1,35:09,1.108,1.1,5.8,23.6,15.2,55.8,1.3,2.1,38.8,11.4,161,103,24.7,16
41,38,2023-01-11,27-326,DEN,,PHO,W (+29),1,28:18,0.643,0.667,18.8,51.6,37.2,49.2,1.8,0,15.5,31.4,133,88,23.8,12.4
42,,2023-01-13,27-328,DEN,@,LAC,W (+12),Inactive,,,,,,,,,,,,,,,
43,39,2023-01-15,27-330,DEN,,ORL,W (+3),1,34:47,0.773,0.773,0,35.4,17.2,52.3,2.8,2.5,26.7,18.4,137,111,22.8,14.1
44,40,2023-01-17,27-332,DEN,,POR,W (+9),1,34:28,0.978,0.964,6.8,38.7,21.7,53.8,1.4,3.2,17.9,28,165,112,39.3,24.4
45,41,2023-01-18,27-333,DEN,,MIN,W (+4),1,31:12,0.672,0.6,19.2,28.3,24.2,75.4,1.6,0,11.5,35.5,143,118,31.8,19.6
46,,2023-01-20,27-335,DEN,,IND,W (+23),Inactive,,,,,,,,,,,,,,,
47,,2023-01-22,27-337,DEN,,OKC,L (-2),Inactive,,,,,,,,,,,,,,,
48,42,2023-01-24,27-339,DEN,@,NOP,W (+1),1,36:05,0.787,0.8,7.4,29.2,19,54.6,1.5,0,15.9,25.7,143,106,26.8,17.3
49,,2023-01-25,27-340,DEN,@,MIL,L (-8),Inactive,,,,,,,,,,,,,,,
50,43,2023-01-28,27-343,DEN,@,PHI,L (-7),1,38:19,0.82,0.75,3.8,20.9,13.4,33.2,0,4.6,32.3,26.1,123,131,21.5,5.4
51,44,2023-01-31,27-346,DEN,,NOP,W (+9),1,38:00,0.802,0.75,3.3,51.1,28.4,62.4,1.2,2.2,23.6,23.2,144,104,32.4,18.5
52,45,2023-02-02,27-348,DEN,,GSW,W (+17),1,32:42,0.724,0.692,7.5,43,25.7,62.2,1.5,3.1,16.5,24.2,151,111,31,20
53,46,2023-02-04,27-350,DEN,,ATL,W (+20),1,34:20,0.686,0.625,9.3,45.6,27.7,34.1,1.4,3.9,32.9,18.4,122,100,19.8,5.7
54,,2023-02-05,27-351,DEN,@,MIN,L (-30),Inactive,,,,,,,,,,,,,,,
55,47,2023-02-07,27-353,DEN,,MIN,W (+34),1,27:45,0.82,0.8,5.1,41.4,25.9,62.7,1.7,3.5,7.6,20.3,177,103,31.3,24.7
56,48,2023-02-09,27-355,DEN,@,ORL,L (-11),1,37:39,0.632,0.605,6.5,27.1,17.8,29.1,1.3,3.6,23.4,34.5,103,110,21.3,6.2
57,49,2023-02-11,27-357,DEN,@,CHO,W (+14),1,34:03,0.578,0.5,21.5,30.2,25.6,40.9,0,5.3,13.4,35.1,123,100,30.2,13.4
58,50,2023-02-13,27-359,DEN,@,MIA,W (+4),1,33:54,0.881,0.857,0,40.5,23.3,41.9,0,0,0,22.7,186,115,30,15.9
59,51,2023-02-15,27-361,DEN,,DAL,W (+9),1,34:08,0.678,0.667,4.5,39.2,24.7,35.5,1.5,3.1,32.6,20.8,114,109,16.9,3.6
60,52,2023-02-23,28-004,DEN,@,CLE,W (+6),1,35:51,0.767,0.692,20.4,35.1,27.4,61.5,2.9,0,30.9,27.5,135,110,29.2,17.3
61,53,2023-02-25,28-006,DEN,@,MEM,L (-18),1,26:41,0.656,0.636,10.8,37.5,23.9,23.1,0,0,20.8,23.6,112,112,13.9,3.4
62,54,2023-02-26,28-007,DEN,,LAC,W (+10),1,41:33,0.725,0.667,23.7,25.5,24.6,41,3.5,0,3.5,29.5,162,111,46.2,22.5
63,55,2023-02-28,28-009,DEN,@,HOU,W (+21),1,27:45,0.612,0.636,21.1,24.7,22.9,42.3,0,0,25.9,24.3,127,115,16.2,1.5
64,56,2023-03-03,28-012,DEN,,MEM,W (+16),1,35:18,0.712,0.7,9.5,40.8,26.3,44.6,0,2.6,13.7,18.3,145,97,23.3,13.6
65,57,2023-03-06,28-015,DEN,,TOR,W (+5),1,36:13,0.799,0.688,9.5,33.1,21,32.8,0,2.2,27.3,17.8,140,116,21.1,8.1
66,58,2023-03-08,28-017,DEN,,CHI,L (-21),1,35:02,0.507,0.531,2.6,35.9,17.5,40,0,0,22,29.5,92,123,12.6,1.1
67,59,2023-03-10,28-019,DEN,@,SAS,L (-8),1,38:30,0.694,0.667,8.3,26.2,16.5,51.7,3.6,0,15.8,35,127,120,34.8,12.8
68,60,2023-03-12,28-021,DEN,,BRK,L (-2),1,39:00,0.639,0.609,18.9,45.3,32,48.8,2.6,6.2,9.9,32.4,142,118,39,18.7
69,61,2023-03-14,28-023,DEN,@,TOR,L (-15),1,34:52,0.847,0.769,8.1,19.7,14.5,34.1,1.4,0,19.5,28,143,131,26.8,9.4
70,62,2023-03-16,28-025,DEN,@,DET,W (+19),1,33:29,0.776,0.778,15.5,18.3,17.1,47.9,1.5,2.5,4.9,26.7,164,105,33.4,20.8
71,63,2023-03-18,28-027,DEN,@,NYK,L (-6),1,36:51,0.651,0.639,7.7,24.8,17.1,36.3,0,2.6,24.5,30.7,108,122,19.1,4.9
72,64,2023-03-19,28-028,DEN,@,BRK,W (+6),1,36:27,0.799,0.75,17.6,39.8,30.7,43.7,2.9,0,6.8,19.1,171,103,29.9,18.4
73,65,2023-03-22,28-031,DEN,@,WAS,W (+14),1,33:36,0.852,0.813,18.8,25,22,40.2,4.8,0,9.9,28.2,168,109,35.7,25.6
74,66,2023-03-25,28-034,DEN,,MIL,W (+23),1,31:53,0.624,0.525,3.5,16.7,10.3,51.8,1.5,0,10.8,37.7,131,104,27.7,14.5
75,67,2023-03-27,28-036,DEN,,PHI,W (+5),1,34:58,0.789,0.727,10.6,44.7,28.5,51.4,0,4.7,15.9,24.2,154,110,31.6,17.1
76,,2023-03-30,28-039,DEN,,NOP,L (-19),Inactive,,,,,,,,,,,,,,,
77,,2023-03-31,28-040,DEN,@,PHO,L (-7),Inactive,,,,,,,,,,,,,,,
78,,2023-04-02,28-042,DEN,,GSW,W (+2),Inactive,,,,,,,,,,,,,,,
79,68,2023-04-04,28-044,DEN,@,HOU,L (-21),1,24:41,0.521,0.538,8.1,28.8,19.1,28.4,3.8,8.2,37.3,36.3,73,107,9.6,-4.2
80,,2023-04-06,28-046,DEN,@,PHO,L (-4),Inactive,,,,,,,,,,,,,,,
81,69,2023-04-08,28-048,DEN,@,UTA,L (-4),1,26:38,0.51,0.4,0,34,18,48.2,3.4,0,40.5,15.5,99,99,10.5,1.6
82,,2023-04-09,28-049,DEN,,SAC,W (+14),Inactive,,,,,,,,,,,,,,,
